namc_code,true_tm2_code,query_text,query_sanskrit_term,tfidf_base_top1_pred,tfidf_base_top1_score,tfidf_base_top1_correct,tfidf_base_true_rank,tfidf_rerank_top1_pred,tfidf_rerank_top1_score,tfidf_rerank_top1_correct,tfidf_rerank_true_rank,tfidf_rerank_fixed,tfidf_rerank_hurt
HB-18,SK6H,(a) vartmagata-raktārśaḥ (a) vartmagata-raktārśaḥ (a) vartmagata-raktārśaḥ (a) vartmagata-raktārśaḥ - It is characterised by wart like growth in the external surface of eyelids. This may be explained by: (a) Vitiated blood affecting the eyelid,(a) vartmagata-raktārśaḥ,SK6H,0.9999999974252936,True,1.0,SK6H,1.2499999974252936,True,1,False,False
HD-1,SK6C,(a) prastāri-arma (a) prastāri-arma (a) prastāri-arma (a) prastāri-arma - It is characterised by muscular growth from the inner canthus towards cornea leadind to loss of vision if it reaches the pupil. This may be explained by: (a) Vitiated dosha causing muscular growth over the sclera.,(a) prastāri-arma,SK6C,0.9999999950836272,True,1.0,SK6C,1.2499999950836274,True,1,False,False
HD-2,SK6C,(a) śuklārma (a) śuklārma (a) śuklārma (a) śuklārma - -,(a) śuklārma,SK6C,0.9999999934136675,True,1.0,SK6C,1.2499999934136676,True,1,False,False
HD-3,SK6C,(a) lohitārma (a) kṣatārma (a) lohitārma (a) kṣatārma (a) lohitārma (a) kṣatārma (a) lohitārma (a) kṣatārma - -,(a) lohitārma (a) kṣatārma,SK6C,0.999999996197379,True,1.0,SK6C,0.999999996197379,True,1,False,False
HD-5,SK66,(a) snāyvarma (a) snāyvarma (a) snāyvarma (a) snāyvarma - -,(a) snāyvarma,SK66,0.9999999813977754,True,1.0,SK66,1.2499999813977754,True,1,False,False
HE-1,SK67,(a) savraṇaśukraḥ (a) savraṇaśukraḥ (a) savraṇaśukraḥ (a) savraṇaśukraḥ - -,(a) savraṇaśukraḥ,SK67,0.9999999930267536,True,1.0,SK67,1.2499999930267536,True,1,False,False
HE-5,SK7Y,(a) sirāśukraḥ (a) sirāśukraḥ (a) sirāśukraḥ (a) sirāśukraḥ - -,(a) sirāśukraḥ,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
HF-4,SK6R,(a) aśophapākaḥ (a) aśophapākaḥ (a) aśophapākaḥ (a) aśophapākaḥ - It is characterised by abrupt mild eye swelling. This may be explained by: (a) Vitiation of all three dosha affecting the whole eye.,(a) aśophapākaḥ,SK6R,0.9999999953000406,True,1.0,SK6R,1.2499999953000405,True,1,False,False
HF-6,SK7Y,(a) vātaparyāyaḥ (a) vātaparyāyaḥ (a) vātaparyāyaḥ (a) vātaparyāyaḥ - -,(a) vātaparyāyaḥ,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
HF-9,SK7Y,(a) amlādhyuṣitaḥ (a) amloṣita (a) amlādhyuṣitaḥ (a) amloṣita (a) amlādhyuṣitaḥ (a) amloṣita (a) amlādhyuṣitaḥ (a) amloṣita - -,(a) amlādhyuṣitaḥ (a) amloṣita,SK7Y,0.9999999863132945,True,1.0,SK7Y,1.2499999863132945,True,1,False,False
HF-10,SK60,(a) sirotpātaḥ (a) sirotpātaḥ (a) sirotpātaḥ (a) sirotpātaḥ - -,(a) sirotpātaḥ,SK60,0.9999999936286983,True,1.0,SK60,1.2499999936286983,True,1,False,False
HF-11,SK60,(a) sirāpraharṣaḥ (a) Sirāharṣaḥ (a) sirāpraharṣaḥ (a) Sirāharṣaḥ (a) sirāpraharṣaḥ (a) Sirāharṣaḥ (a) sirāpraharṣaḥ (a) Sirāharṣaḥ - It is characterised by appearance of reddish blood vessels over the sclera. This may be explained by: (a) Vitiated blood,(a) sirāpraharṣaḥ (a) Sirāharṣaḥ,SK60,0.9999999958273409,True,1.0,SK60,0.9999999958273409,True,1,False,False
HG-2.5,SK65,(a) sānnipātika-kācaḥ (a) sānnipātika-kācaḥ (a) sānnipātika-kācaḥ (a) sānnipātika-kācaḥ - -,(a) sānnipātika-kācaḥ,SK65,0.9999999966773856,True,1.0,SK65,1.2499999966773856,True,1,False,False
HG-6,SK64,(a) rātryāndhyam (a) kaphavidagdhadṛṣṭi (a) rātryāndhyam (a) kaphavidagdhadṛṣṭi (a) rātryāndhyam (a) kaphavidagdhadṛṣṭi (a) rātryāndhyam (a) kaphavidagdhadṛṣṭi - It is characterised by loss of vision during night. This may be explained by: (a) Vitiated kapha affecting the vision.,(a) rātryāndhyam (a) kaphavidagdhadṛṣṭi,SK64,0.9999999958722173,True,1.0,SK64,0.9999999958722173,True,1,False,False
HG-10,SK7Y,(a) nakulāndhyam (a) nakulāndhyam (a) nakulāndhyam (a) nakulāndhyam - -,(a) nakulāndhyam,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
HG-11,SK7Y,(a) gambhīrā-dṛṣṭiḥ (a) gambhīrā-dṛṣṭiḥ (a) gambhīrā-dṛṣṭiḥ (a) gambhīrā-dṛṣṭiḥ - -,(a) gambhīrā-dṛṣṭiḥ,SK7Y,0.9999999863132945,True,1.0,SK7Y,1.2499999863132945,True,1,False,False
I-1,SK95,"(a) pratiśyāyaḥ (a) pīnasaḥ (a) pratiśyāyaḥ (a) pīnasaḥ (a) pratiśyāyaḥ (a) pīnasaḥ (a) pratiśyāyaḥ (a) pīnasaḥ - It is characterised by swelling, redness of nasal mucosa, moistness and watery discharge, pain, loss of smell. This may be explained by: (a) Increased vata pushing the kapha outwards through the nose.",(a) pratiśyāyaḥ (a) pīnasaḥ,SK95,0.9999999878789605,True,1.0,SK95,0.9999999878789605,True,1,False,False
I-5,SK96,(a) ghrāṇasrāvaḥ (a) nāsāsrāvaḥ (a) ghrāṇasrāvaḥ (a) nāsāsrāvaḥ (a) ghrāṇasrāvaḥ (a) nāsāsrāvaḥ (a) ghrāṇasrāvaḥ (a) nāsāsrāvaḥ - It is characterised by watery discharge from the nose may be associated with loss of smell. This may be explained by: (a) Vitiation of the kaphadosha and vatadosha.,(a) ghrāṇasrāvaḥ (a) nāsāsrāvaḥ,SK96,0.9999999956555095,True,1.0,SK96,0.9999999956555095,True,1,False,False
I-7,SK95,(a) ghrāṇapākaḥ (a) nāsāpākaḥ (a) ghrāṇapākaḥ (a) nāsāpākaḥ (a) ghrāṇapākaḥ (a) nāsāpākaḥ (a) ghrāṇapākaḥ (a) nāsāpākaḥ - -,(a) ghrāṇapākaḥ (a) nāsāpākaḥ,SK95,0.9999999923418132,True,1.0,SK95,0.9999999923418132,True,1,False,False
I-10,SK95,(a) pūyaraktam (a) pūyaśoṇitam (a) pūyaraktam (a) pūyaśoṇitam (a) pūyaraktam (a) pūyaśoṇitam (a) pūyaraktam (a) pūyaśoṇitam - -,(a) pūyaraktam (a) pūyaśoṇitam,SK95,0.9999999923418132,True,1.0,SK95,0.9999999923418132,True,1,False,False
I-13,SK9Y,(a) dīptaḥ (a) dīptaḥ (a) dīptaḥ (a) dīptaḥ - -,(a) dīptaḥ,SK9Y,0.999999993087946,True,1.0,SK9Y,1.249999993087946,True,1,False,False
I-14,SK96,(a) bhraṃśathuḥ (a) bhraṃśathuḥ (a) bhraṃśathuḥ (a) bhraṃśathuḥ - -,(a) bhraṃśathuḥ,SK96,0.999999993198793,True,1.0,SK96,1.2499999931987928,True,1,False,False
J-1,SK8Y,(a) vātajakarṇarogaḥ (a) vātajakarṇaśūla (a) vātajakarṇarogaḥ (a) vātajakarṇaśūla (a) vātajakarṇarogaḥ (a) vātajakarṇaśūla (a) vātajakarṇarogaḥ (a) vātajakarṇaśūla - -,(a) vātajakarṇarogaḥ (a) vātajakarṇaśūla,SK8Y,0.999999989093463,True,1.0,SK8Y,0.999999989093463,True,1,False,False
J-2,SK8Y,(a) pittajakarṇarogaḥ (a) pittajakarṇarogaḥ (a) pittajakarṇarogaḥ (a) pittajakarṇarogaḥ - -,(a) pittajakarṇarogaḥ,SK8Y,0.999999981109324,True,1.0,SK8Y,1.2499999811093239,True,1,False,False
J-4,SK8Y,(a) sānnipātajakarṇarogaḥ (a) sannipātika-karṇaśūlaḥ (a) sānnipātajakarṇarogaḥ (a) sannipātika-karṇaśūlaḥ (a) sānnipātajakarṇarogaḥ (a) sannipātika-karṇaśūlaḥ (a) sānnipātajakarṇarogaḥ (a) sannipātika-karṇaśūlaḥ - -,(a) sānnipātajakarṇarogaḥ (a) sannipātika-karṇaśūlaḥ,SK8Y,0.9999999913967691,True,1.0,SK8Y,0.9999999913967691,True,1,False,False
J-8,SK85,"(a) karṇa-gūthakaḥ (a) karṇa-gūthakaḥ (a) karṇa-gūthakaḥ (a) karṇa-gūthakaḥ - It is characterised by presence of wax in the ear that becomes viscous and hard thereby causing hindrance in hearing. This may be explained by: (a) Vitiation of kapha, vata affecting ear.",(a) karṇa-gūthakaḥ,SK85,0.9999999965634138,True,1.0,SK85,1.2499999965634139,True,1,False,False
J-11,SK8Y,(a) karṇa-pratināhaḥ (a) karṇa-pratināhaḥ (a) karṇa-pratināhaḥ (a) karṇa-pratināhaḥ - -,(a) karṇa-pratināhaḥ,SK86,0.9999999907885919,False,2.0,SK8Y,1.025517502411569,True,1,True,False
J-12,SK80,"(a) karṇa-vidradhiḥ (a) karṇa-vidradhiḥ (a) karṇa-vidradhiḥ (a) karṇa-vidradhiḥ - It is characterised by painful suppurative swelling in the ear region. This may be explained by: (a) Aggravation of pitta affecting skin, fat, muscle tissue in the ear region resulting in swelling and suppuration.",(a) karṇa-vidradhiḥ,SK80,0.9999999965758388,True,1.0,SK80,1.2499999965758388,True,1,False,False
J-15,SK8Y,(a) karṇārbudaḥ (a) karṇārbudaḥ (a) karṇārbudaḥ (a) karṇārbudaḥ - -,(a) karṇārbudaḥ,SK8Y,0.999999981109324,True,1.0,SK8Y,1.2499999811093239,True,1,False,False
JA-1,SK8Y,(a) utpātaḥ (a) utpātaḥ (a) utpātaḥ (a) utpātaḥ - -,(a) utpātaḥ,SK8Y,0.999999981109324,True,1.0,SK8Y,1.2499999811093239,True,1,False,False
K-8,SN9Y,(a) vraṇa-upadravaḥ (a) vraṇa-upadravaḥ (a) vraṇa-upadravaḥ (a) vraṇa-upadravaḥ - -,(a) vraṇa-upadravaḥ,SN9Y,0.9999999908327719,True,1.0,SN9Y,1.249999990832772,True,1,False,False
LF-1,SN9Y,(a) āmaśophachedaḥ (a) āmaśophachedaḥ (a) āmaśophachedaḥ (a) āmaśophachedaḥ - -,(a) āmaśophachedaḥ,SN9Y,0.9999999790172553,True,1.0,SN9Y,1.2499999790172553,True,1,False,False
MA,SN1Y,(a) nāḍīkalpana-vyāpat (a) nāḍīkalpana-vyāpat (a) nāḍīkalpana-vyāpat (a) nāḍīkalpana-vyāpat - -,(a) nāḍīkalpana-vyāpat,SN1Y,0.9999999952431534,True,1.0,SN1Y,1.2499999952431535,True,1,False,False
MD-2,SM12,"(a) dantaghātaḥ (a) dantaghātaḥ (a) dantaghātaḥ (a) dantaghātaḥ - It is characterised by grinding of teeth during sleep. This may be explained by: (a) Vitiation of vata, kapha affecting oral cavity.",(a) dantaghātaḥ,SM12,0.999999994742232,True,1.0,SM12,1.249999994742232,True,1,False,False
MD-5,SN5Y,"(a) ahipūtanā, (a) ahipūtanakaḥ (a) ahipūtanā, (a) ahipūtanakaḥ (a) ahipūtanā, (a) ahipūtanakaḥ (a) ahipūtanā, (a) ahipūtanakaḥ - -","(a) ahipūtanā, (a) ahipūtanakaḥ",SN5Y,0.9999999757847123,True,1.0,SN5Y,1.2499999757847124,True,1,False,False
MD-12,SR00,"(a) kumāraśoṣaḥ (a) kumāraśoṣaḥ (a) kumāraśoṣaḥ (a) kumāraśoṣaḥ - It is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. This may be explained by: (a) Obstruction of channels due to breast milk vitiated by kapha.",(a) kumāraśoṣaḥ,SR00,0.9999999939338237,True,1.0,SR00,1.2499999939338235,True,1,False,False
O-3,SP9Y,(a) anuśayī (a) anuśayī (a) anuśayī (a) anuśayī - -,(a) anuśayī,SP9Y,0.9999999560751421,True,1.0,SP9Y,1.249999956075142,True,1,False,False
O-12,SN4T,(a) kakṣāḥ (a) kakṣāḥ (a) kakṣāḥ (a) kakṣāḥ - -,(a) kakṣāḥ,SN4T,0.9999999942221246,True,1.0,SN4T,1.2499999942221245,True,1,False,False
O-18,SM55,(a) gudabhraṃśaḥ (a) gudabhraṃśaḥ (a) gudabhraṃśaḥ (a) gudabhraṃśaḥ - It is characterised by rectum or a part of rectum descending through the anus and inflammation of the rectal muscles. This may be explained by: (a) Vitiated vata affecting the rectal region.,(a) gudabhraṃśaḥ,SM55,0.9999999950260461,True,1.0,SM55,1.249999995026046,True,1,False,False
O-19,SN4S,"(a) carmakīlaḥ (a) carmakīlaḥ (a) carmakīlaḥ (a) carmakīlaḥ - It is characterised by hard nail like eruptions of variable shapes and sizes appearing on the surface of skin. This may be explained by: (a) Weak digestive and metabolic factors, vitiation of primary product of digested food leading to vitiation of vata affecting the blood, muscle, fat and skin.",(a) carmakīlaḥ,SR40,0.9999999935196815,False,3.0,SN4S,1.055486862969135,True,1,True,False
O-22,SM0Y,(a) jālagardabhaḥ (a) jālagardabhaḥ (a) jālagardabhaḥ (a) jālagardabhaḥ - -,(a) jālagardabhaḥ,SM0Y,0.9999999909260746,True,1.0,SM0Y,1.2499999909260746,True,1,False,False
O-24,SN5Y,(a) nyacchaḥ (a) nyacchaḥ (a) nyacchaḥ (a) nyacchaḥ - -,(a) nyacchaḥ,SN5Y,0.9999999580578922,True,1.0,SN5Y,1.2499999580578922,True,1,False,False
O-32,SM1D,"(a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ (a) pāṣāṇagardabhaḥ - It is characterised by pain, heaviness, burning sensation in the parotid region. This may be explained by: (a) Vitiation of pitta, vata, kapha affecting root of the ear.",(a) pāṣāṇagardabhaḥ,SR15,0.9999999927897268,False,2.0,SM1D,1.2462570014939398,True,1,True,False
O-35,SN4V,"(a) yuvānapiḍakā (a) yuvānapiḍakā (a) yuvānapiḍakā (a) yuvānapiḍakā - It is characterised by small, milky white eruptions appear on face, especially on cheeks and nose during adolescence. This may be explained by: (a) Aggravation of pitta, kapha affecting fatty tissue.",(a) yuvānapiḍakā,SR17,0.9999999924191368,False,2.0,SN4V,1.2475353119024821,True,1,True,False
O-39,SN90,"(a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ - It is characterised by falling of hair in the form of patches from scalp, beard and eyebrows leaving shiny patches. This may be explained by: (a) Aggravated vatadosha and pittadosha affecting the hair roots.",(a) indraluptaḥ,SN7Y,0.9999999921589298,False,3.0,SN90,1.140568883289209,True,1,True,False
O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,SN5Y,0.9999999580578922,True,1.0,SN5Y,1.2499999580578922,True,1,False,False
O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,SN5Y,0.9999999580578922,True,1.0,SN5Y,1.2499999580578922,True,1,False,False
O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,SP9Y,0.9999999560751421,True,1.0,SP9Y,1.249999956075142,True,1,False,False
O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,SP71,0.9999999946672785,True,1.0,SP71,1.2499999946672786,True,1,False,False
O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,SN5Y,0.9999999580578922,True,1.0,SN5Y,1.2499999580578922,True,1,False,False
PE,SQ6Y,(a) jaṅgamaviṣaḥ (a) jaṅgamaviṣaḥ (a) jaṅgamaviṣaḥ (a) jaṅgamaviṣaḥ - -,(a) jaṅgamaviṣaḥ,SQ6Y,0.9999999922293934,True,1.0,SQ6Y,1.2499999922293934,True,1,False,False
PE-4.8,SQ61,"(a) garaviṣaḥ (a) garaviṣaḥ (a) garaviṣaḥ (a) garaviṣaḥ - It is characterised by palor, emaciation, swelling of body parts. This may be explained by: (a) Impairment of functioning of ojas due to poison.",(a) garaviṣaḥ,SQ61,0.99999999549107,True,1.0,SQ61,1.2499999954910699,True,1,False,False
Q-4,SQ2Y,(a) jāṅgalamāṃsātyupayogaḥ (a) jāṅgalamāṃsātyupayogaḥ (a) jāṅgalamāṃsātyupayogaḥ (a) jāṅgalamāṃsātyupayogaḥ - -,(a) jāṅgalamāṃsātyupayogaḥ,SQ2Y,0.9999999657776285,True,1.0,SQ2Y,1.2499999657776284,True,1,False,False
Q-8,SQ2Y,(a) śālidhānya-atiyogaḥ (a) śālidhānya-atiyogaḥ (a) śālidhānya-atiyogaḥ (a) śālidhānya-atiyogaḥ - -,(a) śālidhānya-atiyogaḥ,SQ2Y,0.9999999846275114,True,1.0,SQ2Y,1.2499999846275114,True,1,False,False
R,SQ8Y,(a) vihāravaiṣamyam (a) vihāravaiṣamyam (a) vihāravaiṣamyam (a) vihāravaiṣamyam - -,(a) vihāravaiṣamyam,SQ8Y,0.9999999788082301,True,1.0,SQ8Y,1.24999997880823,True,1,False,False
RA-1,SQ24,"(a) nidrānāśaḥ (a) asvapnaḥ (a) nidrānāśaḥ (a) asvapnaḥ (a) nidrānāśaḥ (a) asvapnaḥ (a) nidrānāśaḥ (a) asvapnaḥ - It is characterised by loss of sleep, heaviness of head, body pain. This may be explained by: (a) It is caused due to increased vata.",(a) nidrānāśaḥ (a) asvapnaḥ,SQ24,0.9999999948819477,True,1.0,SQ24,0.9999999948819477,True,1,False,False
RA-2,SQ2Y,(a) akālaśayanam (a) akālaśayanam (a) akālaśayanam (a) akālaśayanam - -,(a) akālaśayanam,SQ2Y,0.9999999657776285,True,1.0,SQ2Y,1.2499999657776284,True,1,False,False
RA-4,SQ2Y,(a) divāsvapna-upadravaḥ (a) divāsvapna-upadravaḥ (a) divāsvapna-upadravaḥ (a) divāsvapna-upadravaḥ - -,(a) divāsvapna-upadravaḥ,SQ2Y,0.9999999798809746,True,1.0,SQ2Y,1.2499999798809744,True,1,False,False
RD-1,SS2E,"(a) adhovātavegāvarodhaḥ (a) adhovātavegāvarodhaḥ (a) adhovātavegāvarodhaḥ (a) adhovātavegāvarodhaḥ - It is characterised by retention of faeces, obstruction, retention in passage of urine, retention of flatus, abdominal distension, pain, exhaustion without exertion, diseases of abdomen, colicky pain in the abdomen, feeling of obstruction in the precordial region, impairment of cardiac activity, headache, increased respiration, dysponea, hiccup, cough, cold, catarrh, choking sensation in throat, diminution in quantity of stools, loss of digestive power. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) adhovātavegāvarodhaḥ,SS2E,0.9999999952096928,True,1.0,SS2E,1.2499999952096927,True,1,False,False
RD-2,SS28,"(a) aśruvegarodhaḥ (a) aśruvegarodhaḥ (a) aśruvegarodhaḥ (a) aśruvegarodhaḥ - It is characterized by pain in the chest, sinusitis, eye diseases, and wounds in the head, cold, catarrh, diseases of eyes, heart diseases, tastelessness, giddiness or dizziness, heaviness of head, headache, cold, catarrh, torticollis, stiffness of neck and palpable glandular enlargement in abdomen, abdominal lump. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) aśruvegarodhaḥ,SS28,0.999999991528207,True,1.0,SS28,1.249999991528207,True,1,False,False
RD-6,SS27,"(a) kṣavathuvegarodhaḥ (a) kṣavathuvegarodhaḥ (a) kṣavathuvegarodhaḥ (a) kṣavathuvegarodhaḥ - It is characterized by headache, facial deviation, pain in the hip joints, and feels as though tottering five sense organs and motor functions, torticollis, stiffness of neck, headache, facial paralysis, hemicranial headache, impairment of sense organs, diseases of head, diseases of eyes, diseases of nose, diseases of ear, feeling of fullness in throat, feeling of fullness in mouth and severe pricking pain in throat. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) kṣavathuvegarodhaḥ,SK00,0.9999999914424392,False,4.0,SS27,1.1210892134067876,True,1,True,False
RD-9,SS2A,"(a) purīṣavegarodhaḥ (a) purīṣavegarodhaḥ (a) purīṣavegarodhaḥ (a) purīṣavegarodhaḥ - It is characterized by the feculent vomiting, respiratory illness, knee joint pain, headache, flatulence, and weakness, pain in rectum, headache, suppression of flatus, suppression of faeces, calf claudication, cramp in the calf muscles, abdominal distension, gurgling sound of the intestines, barborygmus, colicky pain in the abdomen, cutting type of pain in anus, obstruction, retention to the passage of faeces. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) purīṣavegarodhaḥ,SS2A,0.9999999950090248,True,1.0,SS2A,1.2499999950090248,True,1,False,False
RD-12,SS2D,"(a) tṛṣṇāvegarodhaḥ (a) tṛṣṇāvegarodhaḥ (a) tṛṣṇāvegarodhaḥ (a) tṛṣṇāvegarodhaḥ - It is characterized by dryness in the throat, dryness in mouth, deafness, hearing impairment, exhaustion, fatigue, exhaustion or tiredness of body, precordial pain, cardiac pain, dryness, wasting, emaciation, unconsciousness, confusion, giddiness or dizziness, diseases of heart. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) tṛṣṇāvegarodhaḥ,SS2D,0.9999999923606893,True,1.0,SS2D,1.2499999923606893,True,1,False,False
RD-14,SS2C,"(a) kṣudvegarodhaḥ (a) kṣudvegarodhaḥ (a) kṣudvegarodhaḥ (a) kṣudvegarodhaḥ - It is characterized by emaciation, weakness, discolouration, generalised bodyache, tastelessness, giddiness or dizziness, drowsiness, lassitude, diminished vision, breaking type of pain in the body, fatigue in mind and body, pain. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.",(a) kṣudvegarodhaḥ,SS2C,0.9999999929087825,True,1.0,SS2C,1.2499999929087826,True,1,False,False
RE-2,SN3Y,(a) vyavāyātiyogaḥ (a) vyavāyātiyogaḥ (a) vyavāyātiyogaḥ (a) vyavāyātiyogaḥ - -,(a) vyavāyātiyogaḥ,SN3Y,0.9999999860912662,True,1.0,SN3Y,1.2499999860912663,True,1,False,False
VA-5,SS54,"(a) pittakaphaprakr̥tiḥ (a) pittakaphaprakr̥tiḥ (a) pittakaphaprakr̥tiḥ (a) pittakaphaprakr̥tiḥ - It is characterized by having combined features of pitta and kapha constitution. This may be explained by the non-pathological predominance of pitta, kapha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",(a) pittakaphaprakr̥tiḥ,SS54,0.9999999977287699,True,1.0,SS54,1.24999999772877,True,1,False,False
VE-1.1,SS60,(a) brahmakāyaḥ (a) brāhmasattvaṃ (a) brahmakāyaḥ (a) brāhmasattvaṃ (a) brahmakāyaḥ (a) brāhmasattvaṃ (a) brahmakāyaḥ (a) brāhmasattvaṃ - -,(a) brahmakāyaḥ (a) brāhmasattvaṃ,SS60,0.9999999910017761,True,1.0,SS60,0.9999999910017761,True,1,False,False
VE-1.7,SS60,"(a) r̥ṣikāyaḥ (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ (a) r̥ṣikāyaḥ (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ (a) r̥ṣikāyaḥ (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ (a) r̥ṣikāyaḥ (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ - -","(a) r̥ṣikāyaḥ (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ",SS60,0.9999999930300058,True,1.0,SS60,0.9999999930300058,True,1,False,False
VE-3.1,SS62,(a) pāśavakāyaḥ (a) pāśavasattvaṃ (a) pāśavakāyaḥ (a) pāśavasattvaṃ (a) pāśavakāyaḥ (a) pāśavasattvaṃ (a) pāśavakāyaḥ (a) pāśavasattvaṃ - -,(a) pāśavakāyaḥ (a) pāśavasattvaṃ,SS62,0.9999999941805797,True,1.0,SS62,0.9999999941805797,True,1,False,False
VE-3.2,SS62,(a) matsyakāyaḥ (a) mātsyasattvaṃ (a) matsyakāyaḥ (a) mātsyasattvaṃ (a) matsyakāyaḥ (a) mātsyasattvaṃ (a) matsyakāyaḥ (a) mātsyasattvaṃ - -,(a) matsyakāyaḥ (a) mātsyasattvaṃ,SS62,0.9999999941805797,True,1.0,SS62,0.9999999941805797,True,1,False,False
